date_new,block,plot,species,LDMC,water.content,LFM,weeding,community
2021-05-12,1,28,Amsinckia menziesii,0.3100000000000005,1.2400000000000002,399.99999999999943,weed,seed
2022-04-08,1,28,Amsinckia menziesii,0.46000000000000085,1.7800000000000011,386.95652173913,weed,seed
2022-01-17,2,50,Amsinckia menziesii,0.16000000000000014,1,624.9999999999994,weed,seed
2021-05-27,2,50,Amsinckia menziesii,0.46000000000000085,0.509999999999998,110.86956521739066,weed,seed
2022-01-17,2,52,Amsinckia menziesii,0.29999999999999716,1.8599999999999994,620.0000000000057,weed,seed
2021-05-27,2,52,Amsinckia menziesii,0.5300000000000011,0.6799999999999997,128.30188679245248,weed,seed
2022-01-17,2,59,Amsinckia menziesii,0.21999999999999886,1.4400000000000013,654.5454545454585,weed,seed
2021-05-27,2,59,Amsinckia menziesii,0.7199999999999989,0.7600000000000016,105.55555555555594,weed,seed
2022-04-06,2,59,Amsinckia menziesii,0.28000000000000114,1.1499999999999986,410.71428571428356,weed,seed
2022-02-08,3,84,Amsinckia menziesii,0.509999999999998,2.5500000000000007,500.00000000000216,weed,seed
2021-04-07,3,84,Amsinckia menziesii,0.3500000000000014,2.1900000000000013,625.7142857142836,weed,seed
2022-05-04,3,84,Amsinckia menziesii,0.35999999999999943,0.370000000000001,102.77777777777821,weed,seed
2021-04-07,3,85,Amsinckia menziesii,0.41000000000000014,2.669999999999998,651.2195121951213,weed,seed
2022-02-08,3,85,Amsinckia menziesii,0.23999999999999844,1.2299999999999969,512.500000000002,weed,seed
2022-05-04,3,85,Amsinckia menziesii,0.5200000000000031,0.5600000000000023,107.69230769230748,weed,seed
2021-04-07,3,102,Amsinckia menziesii,0.4499999999999993,2.549999999999997,566.666666666667,weed,seed
2022-02-08,3,107,Amsinckia menziesii,0.3500000000000014,1.6900000000000013,482.85714285714124,weed,seed
2021-04-07,3,107,Amsinckia menziesii,0.6400000000000006,3.8000000000000007,593.7499999999995,weed,seed
2022-05-04,3,107,Amsinckia menziesii,0.25,0.2700000000000031,108.00000000000125,weed,seed
2021-02-10,1,1,Annual grass,0.120000000000001,0.620000000000001,516.6666666666632,weed,seed
2021-02-10,1,2,Annual grass,0.10999999999999943,0.5599999999999987,509.0909090909106,dozer,plant
2021-02-10,1,3,Annual grass,0.15000000000000213,0.7200000000000024,479.9999999999948,weed,seed
2021-01-21,1,25,Annual grass,0.10999999999999943,0.5600000000000023,509.0909090909138,control,control
2021-01-21,1,34,Annual grass,0.14000000000000057,0.77000000000000135,549.9999999999987,control,seed
2021-01-21,1,35,Annual grass,0.08999999999999986,0.5599999999999987,622.2222222222218,control,control
2022-03-09,1,14,Annual grass,0.41000000000000014,1.1799999999999997,287.8048780487803,control,control
2021-05-12,1,25,Annual grass,1.0600000000000023,1.8100000000000023,170.7547169811319,control,control
2021-05-12,1,32,Annual grass,0.6799999999999997,0.9699999999999989,142.6470588235293,control,control
2022-03-09,1,32,Annual grass,0.5599999999999987,2.0199999999999996,360.71428571428646,control,control
2021-05-12,1,35,Annual grass,0.5499999999999972,1.0199999999999996,185.45454545454635,control,control
2022-03-09,1,35,Annual grass,0.629999999999999,2.1099999999999994,334.9206349206354,control,control
2021-03-27,2,42,Annual grass,0.5200000000000031,2.030000000000001,390.38461538461326,control,control
2022-01-17,2,43,Annual grass,0.6099999999999994,2.5500000000000007,418.03278688524637,control,control
2022-04-06,2,43,Annual grass,1,2.8099999999999987,280.9999999999999,control,control
2022-01-17,2,64,Annual grass,0.5399999999999991,2.7600000000000016,511.1111111111122,control,control
2021-05-07,2,64,Annual grass,0.29999999999999716,0.29999999999999716,100,control,control
2021-03-27,2,64,Annual grass,0.4800000000000004,2.039999999999999,424.9999999999995,control,control
2022-04-06,2,64,Annual grass,0.8599999999999994,2.59,301.1627906976746,control,control
2022-01-17,2,65,Annual grass,0.4200000000000017,1.8399999999999999,438.09523809523625,control,control
2021-05-27,2,65,Annual grass,1.1499999999999986,1.7699999999999996,153.91304347826102,control,control
2021-05-07,2,65,Annual grass,0.4800000000000004,0.6000000000000014,125.00000000000017,control,control
2022-04-06,2,65,Annual grass,0.8699999999999992,2.5699999999999985,295.4022988505748,control,control
2021-03-27,2,65,Annual grass,0.5399999999999991,2.1099999999999994,390.7407407407412,control,control
2022-05-04,3,95,Annual grass,0.3200000000000003,0.3299999999999983,103.12499999999937,control,control
2021-04-14,3,95,Annual grass,0.4400000000000013,0.9899999999999984,224.99999999999898,control,control
2021-03-01,3,95,Annual grass,0.3099999999999987,1.3200000000000003,425.80645161290505,control,control
2022-02-08,3,97,Annual grass,0.41999999999999815,1.5,357.1428571428587,control,control
2022-05-04,3,97,Annual grass,0.39000000000000057,0.41000000000000014,105.12820512820502,control,control
2021-03-01,3,97,Annual grass,0.370000000000001,1.5199999999999996,410.81081081080964,control,control
2021-04-14,3,97,Annual grass,0.7399999999999984,1.879999999999999,254.05405405405443,control,control
2021-04-14,3,98,Annual grass,0.740000000000002,1.8800000000000026,254.05405405405372,control,control
2022-02-08,3,98,Annual grass,0.5100000000000016,1.8100000000000023,354.9019607843131,control,control
2022-05-04,3,98,Annual grass,0.29999999999999716,0.3200000000000003,106.66666666666778,control,control
2021-03-01,3,98,Annual grass,0.22000000000000242,0.9700000000000024,440.9090909090872,control,control
2022-02-08,3,104,Annual grass,0.6600000000000001,2.0700000000000003,313.6363636363636,control,control
2021-12-08,NA,999,Annual grass,0.34999999999999787,1.7199999999999989,491.4285714285741,NA,NA
2021-12-08,NA,999,Annual grass,0.28999999999999915,1.2300000000000004,424.13793103448415,NA,NA
2021-12-08,NA,999,Annual grass,0.29999999999999716,1.2399999999999984,413.3333333333367,NA,NA
2020-05-01,1,35,Avena barbata,0.10999999999999943,0.4299999999999997,390.90909090909264,control,control
2020-04-24,2,42,Avena barbata,0.05999999999999872,0.25400000000000134,423.3333333333446,control,control
2020-05-29,2,42,Avena barbata,0.120000000000001,0.26000000000000156,216.66666666666617,control,control
2020-04-24,2,43,Avena barbata,0.030000000000001137,0.10300000000000153,343.33333333332547,control,control
2020-05-29,2,65,Avena barbata,0.05000000000000071,0.0799999999999983,159.99999999999432,control,control
2020-05-22,3,104,Avena barbata,0.08000000000000185,0.10000000000000142,124.99999999999889,control,control
2020-05-11,4,111,Avena barbata,0.060000000000002274,0.25,416.6666666666509,control,control
2020-05-11,4,120,Avena barbata,0.13000000000000256,0.5500000000000007,423.07692307691525,control,control
2020-04-20,1,14,Bromus diandrus,0.036999999999999034,0.16900000000000048,456.75675675676996,control,control
2020-04-20,1,32,Bromus diandrus,0.07900000000000063,0.28699999999999903,363.2911392405022,control,control
2020-05-01,1,32,Bromus diandrus,0.09999999999999787,0.33999999999999986,340.0000000000071,control,control
2020-05-01,1,35,Bromus diandrus,0.05000000000000071,0.14999999999999858,299.9999999999929,control,control
2020-04-24,2,42,Bromus diandrus,0.07000000000000028,0.375,535.7142857142835,control,control
2020-05-29,2,42,Bromus diandrus,0.129999999999999,0.14999999999999858,115.38461538461517,control,control
2020-04-24,2,43,Bromus diandrus,0.10000000000000142,0.31299999999999883,312.9999999999944,control,control
2020-04-24,2,64,Bromus diandrus,0.0799999999999983,0.31899999999999906,398.75000000000733,control,control
2020-05-29,2,65,Bromus diandrus,0.11999999999999744,0.129999999999999,108.33333333333482,control,control
2020-05-22,3,95,Bromus diandrus,0.08999999999999986,0.10999999999999943,122.22222222222179,control,control
2020-04-24,3,97,Bromus diandrus,0.08999999999999986,0.21300000000000097,236.66666666666814,control,control
2020-05-22,3,97,Bromus diandrus,0.13000000000000256,0.16000000000000014,123.07692307692078,control,control
2020-04-24,3,98,Bromus diandrus,0.13000000000000256,0.4490000000000016,345.38461538460984,control,control
2020-04-24,3,104,Bromus diandrus,0.07000000000000028,0.2309999999999981,329.99999999999596,control,control
2020-05-11,4,111,Bromus diandrus,0.05999999999999872,0.05999999999999872,100,control,control
2020-05-11,4,120,Bromus diandrus,0.08000000000000185,0.08999999999999986,112.49999999999723,control,control
2021-04-07,3,95,Bromus diandrus,0.8200000000000003,2.3000000000000007,280.4878048780488,control,control
2021-04-07,3,97,Bromus diandrus,0.759999999999998,2.0799999999999983,273.6842105263163,control,control
2021-04-07,3,98,Bromus diandrus,0.740000000000002,2.4299999999999997,328.3783783783774,control,control
2021-04-07,3,104,Bromus diandrus,0.9000000000000021,2.710000000000001,301.11111111111046,control,control
2020-04-20,1,14,Bromus hordeaceus,0.13200000000000145,0.19400000000000261,146.96969696969734,control,control
2020-04-20,1,32,Bromus hordeaceus,0.03999999999999915,0.08399999999999963,210.00000000000355,control,control
2020-05-01,1,32,Bromus hordeaceus,0.030000000000001137,0.08999999999999986,299.9999999999881,control,control
2020-05-01,1,35,Bromus hordeaceus,0.05000000000000071,0.09999999999999787,199.9999999999929,control,control
2020-05-29,2,42,Bromus hordeaceus,0.03999999999999915,0.03999999999999915,100,control,control
2020-04-24,2,43,Bromus hordeaceus,0.019999999999999574,0.04800000000000182,240.0000000000142,control,control
2020-05-29,2,65,Bromus hordeaceus,0.0799999999999983,0.08999999999999986,112.50000000000222,control,control
2020-05-22,3,104,Bromus hordeaceus,0.029999999999997584,0.03999999999999915,133.33333333334124,control,control
2020-05-11,4,111,Bromus hordeaceus,0.05000000000000071,0.05000000000000071,100,control,control
2020-05-11,4,120,Bromus hordeaceus,0.05000000000000071,0.05000000000000071,100,control,control
2020-12-16,1,1,Calystegia macrostegia,0.05000000000000071,0.22000000000000242,439.99999999999864,weed,seed
2020-04-20,1,2,Calystegia macrostegia,0.05000000000000071,0.11499999999999844,229.99999999999358,dozer,plant
2020-06-29,1,2,Calystegia macrostegia,0.20000000000000284,0.5800000000000018,289.9999999999968,dozer,plant
2020-12-16,1,2,Calystegia macrostegia,0.09999999999999787,0.41000000000000014,410.00000000000887,dozer,plant
2021-01-21,1,2,Calystegia macrostegia,0.07000000000000028,0.35999999999999943,514.2857142857114,dozer,plant
2020-12-16,1,3,Calystegia macrostegia,0.09999999999999787,0.35999999999999943,360.0000000000071,weed,seed
2020-05-01,1,4,Calystegia macrostegia,0.14000000000000057,0.5399999999999991,385.71428571428356,dozer,plant
2020-06-29,1,4,Calystegia macrostegia,0.11000000000000298,0.38000000000000256,345.4545454545384,dozer,plant
2020-04-20,1,6,Calystegia macrostegia,0.4400000000000013,0.9789999999999992,222.49999999999918,weed,plant
2020-05-01,1,9,Calystegia macrostegia,0.120000000000001,0.509999999999998,424.9999999999948,dozer,plant
2020-05-01,1,11,Calystegia macrostegia,0.14000000000000057,0.740000000000002,528.5714285714279,weed,plant
2020-06-29,1,11,Calystegia macrostegia,0.020000000000003126,0.05000000000000071,249.99999999996447,weed,plant
2020-05-01,1,20,Calystegia macrostegia,0.17999999999999972,0.8999999999999986,500,weed,plant
2020-06-29,1,20,Calystegia macrostegia,0.20000000000000284,0.6500000000000021,324.9999999999965,weed,plant
2021-01-21,1,20,Calystegia macrostegia,0.25,1.5100000000000016,604.0000000000007,weed,plant
2020-11-10,1,29,Calystegia macrostegia,0.07000000000000028,0.33999999999999986,485.71428571428356,weed,plant
2021-01-21,1,29,Calystegia macrostegia,0.10000000000000142,0.46999999999999886,469.9999999999922,weed,plant
2020-05-01,1,30,Calystegia macrostegia,0.14999999999999858,0.75,500.0000000000047,control,plant
2020-06-29,1,30,Calystegia macrostegia,0.14000000000000057,0.41999999999999815,299.99999999999744,control,plant
2020-05-01,1,36,Calystegia macrostegia,0.21000000000000085,0.9200000000000017,438.09523809523716,control,plant
2020-06-29,1,36,Calystegia macrostegia,0.120000000000001,0.28000000000000114,233.33333333333232,control,plant
2020-04-24,2,38,Calystegia macrostegia,0.10000000000000142,0.5189999999999984,518.999999999991,dozer,plant
2020-05-29,2,40,Calystegia macrostegia,0.23999999999999844,0.7899999999999991,329.16666666666845,control,plant
2020-05-29,2,44,Calystegia macrostegia,0.21000000000000085,0.7300000000000004,347.61904761904646,weed,plant
2020-08-13,2,44,Calystegia macrostegia,0.120000000000001,0.3534000000000006,294.49999999999807,weed,plant
2021-02-10,2,44,Calystegia macrostegia,0.14000000000000057,0.7300000000000004,521.4285714285696,weed,plant
2020-08-13,2,47,Calystegia macrostegia,0.0400000000000027,0.21970000000000312,549.2499999999708,weed,plant
2021-02-10,2,47,Calystegia macrostegia,0.16999999999999993,0.7699999999999996,452.9411764705881,weed,plant
2020-04-24,2,49,Calystegia macrostegia,0.07000000000000028,0.38000000000000256,542.8571428571443,weed,plant
2021-02-10,2,49,Calystegia macrostegia,0.16999999999999815,0.9399999999999977,552.941176470593,weed,plant
2020-05-29,2,53,Calystegia macrostegia,0.18999999999999773,0.5399999999999991,284.21052631579244,control,plant
2020-05-29,2,54,Calystegia macrostegia,0.15000000000000213,0.6900000000000013,459.99999999999426,weed,plant
2020-08-13,2,54,Calystegia macrostegia,0.03999999999999915,0.1448999999999998,362.2500000000072,weed,plant
2021-02-10,2,54,Calystegia macrostegia,0.07000000000000028,0.3100000000000023,442.8571428571443,weed,plant
2020-05-29,2,61,Calystegia macrostegia,0.1700000000000017,0.6400000000000006,376.4705882352907,dozer,plant
2020-04-24,2,63,Calystegia macrostegia,0.129999999999999,0.6969999999999992,536.1538461538496,control,plant
2020-05-29,2,67,Calystegia macrostegia,0.1700000000000017,0.7600000000000016,447.05882352940824,dozer,plant
2020-05-22,3,73,Calystegia macrostegia,0.17999999999999972,0.7099999999999973,394.44444444444355,control,plant
2020-07-16,3,73,Calystegia macrostegia,0.14999999999999858,0.17999999999999972,120.00000000000095,control,plant
2020-05-22,3,77,Calystegia macrostegia,0.23999999999999844,0.9600000000000009,400.00000000000296,dozer,plant
2020-06-12,3,77,Calystegia macrostegia,0.27999999999999936,1.040000000000001,371.4285714285726,dozer,plant
2020-07-16,3,77,Calystegia macrostegia,0.05999999999999872,0.19000000000000128,316.66666666667555,dozer,plant
2020-07-16,3,86,Calystegia macrostegia,0.129999999999999,0.4200000000000017,323.07692307692685,dozer,plant
2020-04-24,3,87,Calystegia macrostegia,0.120000000000001,0.6270000000000024,522.4999999999977,dozer,plant
2020-06-12,3,87,Calystegia macrostegia,0.28999999999999915,0.9800000000000004,337.93103448275974,dozer,plant
2020-06-12,3,91,Calystegia macrostegia,0.21999999999999886,0.6999999999999993,318.1818181818195,control,plant
2020-04-24,3,92,Calystegia macrostegia,0.10999999999999943,0.6750000000000007,613.6363636363675,control,plant
2020-06-12,3,92,Calystegia macrostegia,0.1999999999999993,0.6999999999999993,350.0000000000009,control,plant
2020-07-16,3,92,Calystegia macrostegia,0.07000000000000028,0.1999999999999993,285.71428571428356,control,plant
2020-05-22,3,93,Calystegia macrostegia,0.13000000000000256,0.5600000000000023,430.769230769224,weed,plant
2020-06-12,3,93,Calystegia macrostegia,0.25,1.0800000000000018,432.00000000000074,weed,plant
2020-07-16,3,93,Calystegia macrostegia,0.17999999999999972,0.5899999999999999,327.7777777777782,weed,plant
2020-04-24,3,96,Calystegia macrostegia,0.10000000000000142,0.6210000000000022,620.9999999999934,weed,plant
2020-06-12,3,96,Calystegia macrostegia,0.259999999999998,0.879999999999999,338.46153846154067,weed,plant
2020-07-16,3,103,Calystegia macrostegia,0.06999999999999673,0.16999999999999815,242.85714285715153,weed,plant
2020-05-11,4,110,Calystegia macrostegia,0.10999999999999943,0.4299999999999997,390.90909090909264,weed,plant
2020-05-11,4,114,Calystegia macrostegia,0.11000000000000121,0.52000000000000135,472.72727272726877,control,plant
2020-05-11,4,126,Calystegia macrostegia,0.09999999999999787,0.4299999999999997,430.00000000000887,dozer,plant
2022-06-01,1,9,Calystegia macrostegia,0.41000000000000014,1.1799999999999997,287.8048780487803,dozer,plant
2022-03-08,1,9,Calystegia macrostegia,0.38000000000000256,1.3100000000000023,344.7368421052615,dozer,plant
2022-06-01,1,20,Calystegia macrostegia,0.46000000000000085,1.7199999999999989,373.9130434782599,weed,plant
2022-03-08,1,20,Calystegia macrostegia,0.4200000000000017,1.7600000000000016,419.04761904761773,weed,plant
2022-01-11,2,38,Calystegia macrostegia,0.26000000000000156,1.1799999999999997,453.84615384615097,dozer,plant
2022-06-23,2,38,Calystegia macrostegia,0.3099999999999987,0.9100000000000001,293.54838709677546,dozer,plant
2022-04-08,2,38,Calystegia macrostegia,0.16999999999999815,0.8200000000000003,482.35294117647595,dozer,plant
2021-07-27,2,44,Calystegia macrostegia,0.4499999999999993,1.259999999999998,280,weed,plant
2021-03-27,2,44,Calystegia macrostegia,0.5999999999999979,2.5700000000000003,428.3333333333349,weed,plant
2021-06-25,2,44,Calystegia macrostegia,0.41000000000000014,1.1900000000000013,290.2439024390246,weed,plant
2021-09-30,2,44,Calystegia macrostegia,0.5700000000000003,0.5700000000000003,100,weed,plant
2021-05-07,2,44,Calystegia macrostegia,0.5,1.8999999999999986,379.9999999999997,weed,plant
2021-09-30,2,47,Calystegia macrostegia,0.33000000000000185,0.3500000000000014,106.0606060606059,weed,plant
2022-01-11,2,47,Calystegia macrostegia,0.3000000000000007,1.1400000000000006,379.99999999999926,weed,plant
2021-03-27,2,47,Calystegia macrostegia,0.3399999999999981,1.4099999999999984,414.7058823529431,weed,plant
2022-04-08,2,47,Calystegia macrostegia,0.240000000000002,0.9600000000000009,399.99999999999704,weed,plant
2022-06-23,2,49,Calystegia macrostegia,0.33999999999999986,0.8200000000000003,241.17647058823545,weed,plant
2021-07-27,2,49,Calystegia macrostegia,0.28999999999999915,0.5399999999999991,186.2068965517244,weed,plant
2021-06-25,2,49,Calystegia macrostegia,0.2699999999999996,0.8299999999999983,307.4074074074073,weed,plant
2021-03-27,2,49,Calystegia macrostegia,0.5199999999999996,2.669999999999998,513.4615384615385,weed,plant
2021-05-07,2,49,Calystegia macrostegia,0.5400000000000027,2.110000000000003,390.74074074073934,weed,plant
2022-01-12,2,49,Calystegia macrostegia,0.46000000000000085,1.7800000000000011,386.95652173913,weed,plant
2022-04-08,2,49,Calystegia macrostegia,0.3200000000000003,1.0300000000000011,321.8750000000001,weed,plant
2021-09-30,2,54,Calystegia macrostegia,0.3500000000000014,0.3500000000000014,100,weed,plant
2021-03-27,2,54,Calystegia macrostegia,0.1700000000000017,0.870000000000001,511.7647058823484,weed,plant
2021-03-01,3,77,Calystegia macrostegia,0.18000000000000327,0.8100000000000023,449.99999999999307,dozer,plant
2021-07-07,3,77,Calystegia macrostegia,0.240000000000002,0.8200000000000003,341.66666666666396,dozer,plant
2021-04-14,3,77,Calystegia macrostegia,0.1700000000000017,0.6999999999999993,411.7647058823484,dozer,plant
2021-08-24,3,87,Calystegia macrostegia,0.379999999999999,1.1099999999999994,292.10526315789537,dozer,plant
2021-07-07,3,87,Calystegia macrostegia,0.3999999999999986,1.1799999999999997,295.000000000001,dozer,plant
2021-03-01,3,87,Calystegia macrostegia,0.1700000000000017,0.879999999999999,517.6470588235237,dozer,plant
2021-04-14,3,87,Calystegia macrostegia,0.379999999999999,1.509999999999998,397.3684210526321,dozer,plant
2022-02-09,3,87,Calystegia macrostegia,0.3899999999999988,1.3199999999999985,338.46153846153913,dozer,plant
2022-05-04,3,87,Calystegia macrostegia,0.5,1.4299999999999997,285.99999999999994,dozer,plant
2022-05-04,3,88,Calystegia macrostegia,0.23000000000000043,0.8299999999999983,360.8695652173899,dozer,plant
2021-06-02,3,88,Calystegia macrostegia,0.2700000000000031,1.0100000000000016,374.0740740740703,dozer,plant
2021-08-24,3,88,Calystegia macrostegia,0.26000000000000156,0.7899999999999991,303.8461538461517,dozer,plant
2021-03-01,3,88,Calystegia macrostegia,0.28000000000000114,1.2800000000000011,457.1428571428557,dozer,plant
2021-07-07,3,88,Calystegia macrostegia,0.1700000000000017,0.5599999999999987,329.4117647058783,dozer,plant
2021-04-14,3,88,Calystegia macrostegia,0.2799999999999976,1.3099999999999987,467.8571428571464,dozer,plant
2022-02-09,3,88,Calystegia macrostegia,0.23000000000000043,0.8200000000000003,356.52173913043424,dozer,plant
2021-03-01,3,92,Calystegia macrostegia,0.1999999999999993,0.8900000000000006,445.0000000000019,control,plant
2022-02-09,3,92,Calystegia macrostegia,0.3000000000000007,1.2100000000000009,403.3333333333327,control,plant
2022-05-04,3,92,Calystegia macrostegia,0.1999999999999993,0.6499999999999986,325.00000000000045,control,plant
2021-08-24,3,93,Calystegia macrostegia,0.19000000000000128,0.6099999999999994,321.0526315789449,weed,plant
2021-12-08,3,93,Calystegia macrostegia,0.33000000000000185,1.0800000000000018,327.272727272726,weed,plant
2021-06-02,3,93,Calystegia macrostegia,0.379999999999999,1.4499999999999993,381.57894736842184,weed,plant
2021-04-14,3,93,Calystegia macrostegia,0.5599999999999987,2.330000000000002,416.0714285714299,weed,plant
2021-07-07,3,93,Calystegia macrostegia,0.4299999999999997,1.4100000000000001,327.9069767441863,weed,plant
2022-02-09,3,93,Calystegia macrostegia,0.38000000000000256,1.4800000000000004,389.4736842105238,weed,plant
2021-03-01,3,93,Calystegia macrostegia,0.40000000000000036,1.8899999999999988,472.49999999999926,weed,plant
2022-05-04,3,93,Calystegia macrostegia,0.3200000000000003,1.3599999999999994,424.9999999999995,weed,plant
2021-04-14,3,94,Calystegia macrostegia,0.17999999999999972,0.7300000000000004,405.55555555555645,control,plant
2021-08-24,3,96,Calystegia macrostegia,0.15000000000000213,0.35999999999999943,239.99999999999622,weed,plant
2021-07-07,3,96,Calystegia macrostegia,0.16000000000000014,0.4499999999999993,281.2499999999993,weed,plant
2021-06-02,3,96,Calystegia macrostegia,0.33000000000000185,1.3200000000000003,399.99999999999784,weed,plant
2021-04-14,3,96,Calystegia macrostegia,0.46999999999999886,1.9299999999999997,410.63829787234135,weed,plant
2021-03-01,3,96,Calystegia macrostegia,0.14999999999999858,0.759999999999998,506.6666666666701,weed,plant
2021-08-24,3,103,Calystegia macrostegia,0.16000000000000014,0.4299999999999997,268.7499999999996,weed,plant
2021-12-08,3,103,Calystegia macrostegia,0.26000000000000156,0.8800000000000026,338.4615384615374,weed,plant
2022-02-09,3,103,Calystegia macrostegia,0.3200000000000003,1.3000000000000007,406.24999999999983,weed,plant
2020-04-20,1,1,Clarkia unguiculata,0.023999999999997357,0.17599999999999838,733.3333333334074,weed,seed
2020-05-01,1,3,Clarkia unguiculata,0.11999999999999744,0.5799999999999983,483.3333333333422,weed,seed
2020-04-20,1,5,Clarkia unguiculata,0.07900000000000063,0.16900000000000048,213.9240506329103,dozer,seed
2020-04-20,1,8,Clarkia unguiculata,0.3030000000000008,0.45500000000000185,150.16501650165037,control,seed
2020-05-01,1,10,Clarkia unguiculata,0.14999999999999858,0.7299999999999969,486.6666666666692,weed,seed
2020-05-01,1,16,Clarkia unguiculata,0.10000000000000142,0.4700000000000024,469.99999999999574,dozer,seed
2020-05-01,1,17,Clarkia unguiculata,0.08999999999999986,0.4499999999999993,500,control,seed
2020-05-01,1,19,Clarkia unguiculata,0.0799999999999983,0.3099999999999987,387.50000000000665,control,seed
2020-06-29,1,28,Clarkia unguiculata,0.17999999999999972,0.620000000000001,344.44444444444554,weed,seed
2020-05-29,2,39,Clarkia unguiculata,0.08999999999999986,0.36999999999999744,411.1111111111089,dozer,seed
2020-05-29,2,41,Clarkia unguiculata,0.060000000000002274,0.23000000000000043,383.33333333331956,dozer,seed
